"filename", "language", "JSON with Comments", "Batch", "JavaScript", "Markdown", "XML", "Java Properties", "Vue", "Java", "JSON", "HTML", "TypeScript", "CSS", "comment", "blank", "total"
"e:\大三下\软件工程\bighw\LAN-anonymous-chat-room-main\src\server2\src\main\java\com\example\demo1\model\Result.java", "Java", 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 3, 8, 33
"e:\大三下\软件工程\bighw\LAN-anonymous-chat-room-main\src\server2\src\main\java\com\example\demo1\model\Room.java", "Java", 0, 0, 0, 0, 0, 0, 0, 83, 0, 0, 0, 0, 4, 19, 106
"e:\大三下\软件工程\bighw\LAN-anonymous-chat-room-main\src\server2\src\main\java\com\example\demo1\model\Talk.java", "Java", 0, 0, 0, 0, 0, 0, 0, 65, 0, 0, 0, 0, 2, 16, 83
"e:\大三下\软件工程\bighw\LAN-anonymous-chat-room-main\src\server2\src\main\java\com\example\demo1\model\User.java", "Java", 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 3, 11, 67
"e:\大三下\软件工程\bighw\LAN-anonymous-chat-room-main\src\server2\src\main\java\com\example\demo1\service\CacheService\GameMap.java", "Java", 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 5, 35
"e:\大三下\软件工程\bighw\LAN-anonymous-chat-room-main\src\server2\src\main\java\com\example\demo1\service\CacheService\RoomMap.java", "Java", 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 5, 35
"e:\大三下\软件工程\bighw\LAN-anonymous-chat-room-main\src\server2\src\main\java\com\example\demo1\service\CacheService\TalkMap.java", "Java", 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 5, 36
"e:\大三下\软件工程\bighw\LAN-anonymous-chat-room-main\src\server2\src\main\java\com\example\demo1\service\CacheService\UserMap.java", "Java", 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 7, 38
"e:\大三下\软件工程\bighw\LAN-anonymous-chat-room-main\src\server2\src\main\java\com\example\demo1\service\DbService\GameService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 5, 37
"e:\大三下\软件工程\bighw\LAN-anonymous-chat-room-main\src\server2\src\main\java\com\example\demo1\service\DbService\RoomService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 6, 9, 58
"e:\大三下\软件工程\bighw\LAN-anonymous-chat-room-main\src\server2\src\main\java\com\example\demo1\service\DbService\TalkService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 74, 0, 0, 0, 0, 1, 8, 83
"e:\大三下\软件工程\bighw\LAN-anonymous-chat-room-main\src\server2\src\main\java\com\example\demo1\service\DbService\UserService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 7, 9, 57
"e:\大三下\软件工程\bighw\LAN-anonymous-chat-room-main\src\server2\src\main\java\com\example\demo1\utils\Getip.java", "Java", 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 3, 5, 44
"e:\大三下\软件工程\bighw\LAN-anonymous-chat-room-main\src\server2\src\main\java\com\example\demo1\utils\JwtUtil.java", "Java", 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 2, 8, 31
"e:\大三下\软件工程\bighw\LAN-anonymous-chat-room-main\src\server2\src\main\java\com\example\demo1\utils\Md5Util.java", "Java", 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 17, 14, 74
"e:\大三下\软件工程\bighw\LAN-anonymous-chat-room-main\src\server2\src\main\java\com\example\demo1\utils\ThreadLocalUtil.java", "Java", 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 7, 6, 27
"e:\大三下\软件工程\bighw\LAN-anonymous-chat-room-main\src\server2\src\main\resources\application.properties", "Java Properties", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 6, 27
"e:\大三下\软件工程\bighw\LAN-anonymous-chat-room-main\src\server2\src\test\java\com\example\demo1\Demo1ApplicationTests.java", "Java", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 5, 14
"e:\大三下\软件工程\bighw\LAN-anonymous-chat-room-main\src\server2\src\test\java\com\example\demo1\JWTtest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 7, 38
"Total", "-", 41, 113, 832, 145, 161, 23, 3160, 3017, 27186, 29, 202, 8, 813, 1196, 36926
